Cultivar,Block,Plant,Mat ID,Plant cycle,Date planted,Date shooting,Date harvest,Pseudostem height (cm) (shooting),Pseudostem girth (cm) (shooting),Height of following sucker (cm) (shooting),Bunch weight (kg),Number of hands,Number of fruits in bunch,Weight of fruit (g),Number of functional leaves (shooting),Number of functional leaves (harvest),Disease development time (days),Average youngest leaf spotted (between weeks 17 to 21),Data for YLS are averaged per replication (per block)
PisangCeylan,D,1,PisangCeylanD1,mother,1/4/2002,9/2/2002,12/5/2002,344,78.5,304,13.75,11,189,11.9,12,4,93,7.22,
PisangCeylan,D,2,PisangCeylanD2,mother,1/4/2002,8/8/2002,11/22/2002,333.9,79.8,292.1,23.6,11,197,21.75,11,5,93,7.22,
PisangCeylan,D,3,PisangCeylanD3,mother,1/4/2002,8/19/2002,12/5/2002,334,76,259,16.4,10,154,14.4,9,5,81,7.22,
PisangCeylan,D,4,PisangCeylanD4,mother,1/4/2002,8/15/2002,11/22/2002,312,79,312,17.9,11,167,15.75,9,4,93,7.22,
PisangCeylan,D,5,PisangCeylanD5,mother,1/4/2002,9/10/2002,11/22/2002,338,75,230,18.3,11,190,16.25,10,4,96,7.22,
PisangCeylan,D,6,PisangCeylanD6,mother,1/4/2002,8/12/2002,12/2/2002,327,76,283,18,11,182,16.85,10,5,81,7.22,
PisangCeylan,D,7,PisangCeylanD7,mother,1/4/2002,8/19/2002,12/3/2002,361,75,271,23.7,11,189,14.2,12,5,96,7.22,
PisangCeylan,D,8,PisangCeylanD8,mother,1/4/2002,8/16/2002,12/5/2002,382,79,302,19.6,10,177,17.5,12,4,81,7.22,
PisangCeylan,D,9,PisangCeylanD9,mother,1/4/2002,8/20/2002,12/5/2002,358,76,255,16.5,11,179,14.65,12,5,93,7.22,
PisangCeylan,D,10,PisangCeylanD10,mother,1/4/2002,8/7/2002,11/22/2002,332,78.5,256,18.92,11,168,16.72,14,5,93,7.22,
FHIA18,A,1,FHIA18A1,mother,1/4/2002,8/19/2002,12/26/2002,268,84,219,26.45,9,147,24.1,11,6,76,8.450714286,
FHIA18,A,2,FHIA18A2,mother,1/4/2002,9/3/2002,12/9/2002,311,83.8,222,15.75,9,160,13.45,11,3,76,8.450714286,
FHIA18,A,3,FHIA18A3,mother,1/4/2002,10/1/2002,1/28/2003,370,87,176,16.3,9,115,13.9,12,2,76,8.450714286,
FHIA18,A,4,FHIA18A4,mother,1/4/2002,8/30/2002,12/23/2002,347,96,210,25.3,12,186,22.4,12,4,88,8.450714286,
FHIA18,A,5,FHIA18A5,mother,1/4/2002,8/10/2002,12/7/2002,277,85,189.6,18.1,10,161,15.55,12,4,69,8.450714286,
FHIA18,A,6,FHIA18A6,mother,1/4/2002,8/19/2002,12/7/2002,297,88,180,15.5,9,151,13.05,11,4,81,8.450714286,
FHIA18,A,7,FHIA18A7,mother,1/4/2002,9/17/2002,1/3/2003,343,89,236,20.75,10,151,17.8,10,5,81,8.450714286,
FHIA18,A,8,FHIA18A8,mother,1/4/2002,8/27/2002,12/9/2002,323.5,88.9,132,19.8,11,166,17.3,12,4,76,8.450714286,
FHIA18,A,9,FHIA18A9,mother,1/4/2002,9/5/2002,12/23/2002,335,92,172,20.05,9,155,17.05,12,3,88,8.450714286,
FHIA18,A,10,FHIA18A10,mother,1/4/2002,8/20/2002,12/31/2002,285,87,225,22.3,9,138,19.75,13,5,76,8.450714286,
FHIA18,B,1,FHIA18B1,mother,1/4/2002,8/19/2002,12/5/2002,290,88,104,14.4,10,142,11.6,10,5,75,7.96,
FHIA18,B,2,FHIA18B2,mother,1/4/2002,8/28/2002,12/9/2002,329,88.5,155,19.65,10,165,16.75,11,6,81,7.96,
FHIA18,B,3,FHIA18B3,mother,1/4/2002,9/6/2002,12/23/2002,328,91,149,22.35,10,158,20.25,10,4,81,7.96,
FHIA18,B,4,FHIA18B4,mother,1/4/2002,8/19/2002,12/4/2002,308,90,225,20.2,10,158,17.4,13,5,77,7.96,
FHIA18,B,5,FHIA18B5,mother,1/4/2002,8/14/2002,12/5/2002,280,92.8,150,19.85,10,165,16.75,11,5,79,7.96,
FHIA18,B,6,FHIA18B6,mother,1/4/2002,9/21/2002,1/3/2003,331,86,184,11.95,9,143,10.55,10,4,84,7.96,
FHIA18,B,7,FHIA18B7,mother,1/4/2002,8/12/2002,12/4/2002,289,84.3,183,18.55,10,166,15.95,12,4,69,7.96,
FHIA18,B,8,FHIA18B8,mother,1/4/2002,8/12/2002,12/5/2002,300,87,114,16.9,10,163,14.2,12,5,84,7.96,
FHIA18,B,9,FHIA18B9,mother,1/4/2002,9/14/2002,1/3/2003,328,95,182,20.9,11,177,17.8,10,3,82,7.96,
FHIA18,B,10,FHIA18B10,mother,1/4/2002,8/28/2002,12/17/2002,306,87,214,18.35,10,154,15.3,11,3,69,7.96,
FHIA18,C,1,FHIA18C1,mother,1/4/2002,9/24/2002,1/25/2003,295,92,141,14.15,7,103,11.65,10,2,89,8.247222222,
FHIA18,C,2,FHIA18C2,mother,1/4/2002,9/16/2002,1/7/2003,279,87,104,14,9,153,12.15,10,4,87,8.247222222,
FHIA18,C,3,FHIA18C3,mother,1/4/2002,10/1/2002,12/31/2002,294,95,131,23.7,9,129,21.15,10,4,89,8.247222222,
FHIA18,C,4,FHIA18C4,mother,1/4/2002,9/12/2002,1/7/2003,300,87,207,18.2,9,138,15.85,10,5,98,8.247222222,
FHIA18,C,5,FHIA18C5,mother,1/4/2002,9/9/2002,1/7/2003,278,85,200,17.75,9,132,15.2,10,6,93,8.247222222,
FHIA18,C,6,FHIA18C6,mother,1/4/2002,9/3/2002,NA,269,82,218,NA,NA,NA,NA,10,NA,87,8.247222222,
FHIA18,C,7,FHIA18C7,mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,8.247222222,
FHIA18,C,8,FHIA18C8,mother,1/4/2002,10/11/2002,12/31/2002,326,91,171,26.65,9,135,24.4,9,5,101,8.247222222,
FHIA18,C,9,FHIA18C9,mother,1/4/2002,9/14/2002,1/7/2003,276,81,192,15.35,9,114,13.25,9,5,95,8.247222222,
FHIA18,C,10,FHIA18C10,mother,1/4/2002,8/27/2002,12/26/2002,272.2,84,173.9,17.35,10,160,15.1,11,5,89,8.247222222,
FHIA18,D,1,FHIA18D1,mother,1/4/2002,9/23/2002,1/9/2003,280,87,187,16.9,10,158,14.2,10,4,83,8.233333333,
FHIA18,D,2,FHIA18D2,mother,1/4/2002,9/28/2002,1/9/2003,317,92,167,18.7,10,153,16,10,4,83,8.233333333,
FHIA18,D,3,FHIA18D3,mother,1/4/2002,9/14/2002,1/8/2003,301,87,196,19.05,9,143,16.85,10,3,84,8.233333333,
FHIA18,D,4,FHIA18D4,mother,1/4/2002,9/28/2002,1/8/2003,320,93,174,27.25,11,171,25.05,12,5,80,8.233333333,
FHIA18,D,5,FHIA18D5,mother,1/4/2002,9/11/2002,1/4/2003,296,89,144,21.6,10,158,19.05,11,3,78,8.233333333,
FHIA18,D,6,FHIA18D6,mother,1/4/2002,9/28/2002,1/9/2003,301,89,147,20.4,10,149,17.9,10,4,89,8.233333333,
FHIA18,D,7,FHIA18D7,mother,1/4/2002,9/16/2002,1/9/2003,297,90,208,21.2,10,168,18.2,11,5,89,8.233333333,
FHIA18,D,8,FHIA18D8,mother,1/4/2002,9/14/2002,1/3/2003,314,87,151,19.5,11,169,17.5,11,5,89,8.233333333,
FHIA18,D,9,FHIA18D9,mother,1/4/2002,9/23/2002,1/9/2003,329,86,187,17.85,8,125,15.15,10,4,84,8.233333333,
FHIA18,D,10,FHIA18D10,mother,1/4/2002,9/28/2002,1/9/2003,321,93.5,233,17.5,10,159,15.05,10,3,80,8.233333333,
CultivarRose,A,1,CultivarRoseA1,mother,1/4/2002,7/5/2002,11/20/2002,223,44.5,204,9.05,7,94,7.55,14,0,54,9.02,
CultivarRose,A,2,CultivarRoseA2,mother,1/4/2002,7/8/2002,NA,202,41,177,NA,NA,NA,NA,13,NA,55,9.02,
CultivarRose,A,3,CultivarRoseA3,mother,1/4/2002,6/14/2002,11/20/2002,224,44,185,8.6,7,92,7,11,0,56,9.02,
CultivarRose,A,4,CultivarRoseA4,mother,1/4/2002,7/1/2002,NA,243,43,191,NA,NA,NA,NA,12,NA,50,9.02,
CultivarRose,A,5,CultivarRoseA5,mother,1/4/2002,7/5/2002,NA,232,46,218,NA,NA,NA,NA,11,NA,54,9.02,
CultivarRose,A,6,CultivarRoseA6,mother,1/4/2002,7/12/2002,11/9/2002,238,42,220,4.05,8,91,3.45,10,1,55,9.02,
CultivarRose,A,7,CultivarRoseA7,mother,1/4/2002,6/21/2002,NA,237,47,198,NA,NA,NA,NA,12,NA,54,9.02,
CultivarRose,A,8,CultivarRoseA8,mother,1/4/2002,6/19/2002,NA,236,47,179,NA,NA,NA,NA,14,NA,55,9.02,
CultivarRose,A,9,CultivarRoseA9,mother,1/4/2002,6/21/2002,11/9/2002,242,49,176,5,6,92,4.5,11,0,56,9.02,
CultivarRose,A,10,CultivarRoseA10,mother,1/4/2002,7/1/2002,11/9/2002,228,48,212,7.35,10,128,5.1,12,0,54,9.02,
CultivarRose,B,1,CultivarRoseB1,mother,1/4/2002,6/24/2002,NA,211,48,209,NA,NA,NA,NA,13,NA,49,9.32,
CultivarRose,B,2,CultivarRoseB2,mother,1/4/2002,6/12/2002,11/8/2002,194,41,193,4,7,84,2.98,10,0,56,9.32,
CultivarRose,B,3,CultivarRoseB3,mother,1/4/2002,7/1/2002,11/9/2002,225,44,197,2.32,5,55,1.86,12,0,52,9.32,
CultivarRose,B,4,CultivarRoseB4,mother,1/4/2002,7/1/2002,11/20/2002,243,45,208,NA,NA,NA,NA,14,NA,NA,9.32,
CultivarRose,B,5,CultivarRoseB5,mother,1/4/2002,6/24/2002,NA,226,46,188,2,5,57,1.34,13,NA,49,9.32,
CultivarRose,B,6,CultivarRoseB6,mother,1/4/2002,6/24/2002,NA,210,45,172,3.5,6,80,2.12,13,NA,56,9.32,
CultivarRose,B,7,CultivarRoseB7,mother,1/4/2002,6/25/2002,NA,224,46,222,3.5,8,101,2.76,11,1,66,9.32,
CultivarRose,B,8,CultivarRoseB8,mother,1/4/2002,7/1/2002,11/20/2002,235,44,196,6.3,5,63,5.1,12,0,53,9.32,
CultivarRose,B,9,CultivarRoseB9,mother,1/4/2002,6/26/2002,NA,232,47,193,NA,NA,NA,NA,12,NA,66,9.32,
CultivarRose,B,10,CultivarRoseB10,mother,1/4/2002,6/21/2002,11/9/2002,229,46,186,2.1,10,37,2,12,1,66,9.32,
CultivarRose,C,1,CultivarRoseC1,mother,1/4/2002,7/3/2002,11/12/2002,215,40,157,5.35,8,90,4.38,14,1,54,9.865454545,
CultivarRose,C,2,CultivarRoseC2,mother,1/4/2002,7/1/2002,11/12/2002,202,38,177,3.9,7,81,3.57,13,1,74,9.865454545,
CultivarRose,C,3,CultivarRoseC3,mother,1/4/2002,6/25/2002,11/9/2002,189,42,155,4.5,8,98,3.9,12,1,64,9.865454545,
CultivarRose,C,4,CultivarRoseC4,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,9.865454545,
CultivarRose,C,5,CultivarRoseC5,mother,1/4/2002,7/11/2002,11/12/2002,219,46,183,7,9,126,6.2,11,1,67,9.865454545,
CultivarRose,C,6,CultivarRoseC6,mother,1/4/2002,7/1/2002,11/12/2002,197,40,164,3.5,8,92,3.27,13,1,63,9.865454545,
CultivarRose,C,7,CultivarRoseC7,mother,1/4/2002,7/1/2002,11/12/2002,213,44,174,4.5,8,100,4.7,13,0,66,9.865454545,
CultivarRose,C,8,CultivarRoseC8,mother,1/4/2002,7/1/2002,11/9/2002,207,40,164,3.75,6,71,3.4,12,1,71,9.865454545,
CultivarRose,C,9,CultivarRoseC9,mother,1/4/2002,6/25/2002,NA,183,43,149,NA,NA,NA,NA,13,NA,66,9.865454545,
CultivarRose,C,10,CultivarRoseC10,mother,1/4/2002,6/20/2002,NA,204,41,173,NA,NA,NA,NA,14,NA,64,9.865454545,
CultivarRose,D,1,CultivarRoseD1,mother,1/4/2002,7/8/2002,11/25/2002,236,46,207,NA,NA,NA,NA,13,NA,44,9.68,
CultivarRose,D,2,CultivarRoseD2,mother,1/4/2002,7/16/2002,12/3/2002,277,44,219,5.25,8,105,4.35,11,1,51,9.68,
CultivarRose,D,3,CultivarRoseD3,mother,1/4/2002,6/25/2002,NA,205,44,193,4.5,7,97,4.18,13,2,49,9.68,
CultivarRose,D,4,CultivarRoseD4,mother,1/4/2002,7/13/2002,12/2/2002,221,39.8,179,4.8,7,82,4,10,1,59,9.68,
CultivarRose,D,5,CultivarRoseD5,mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.68,
CultivarRose,D,6,CultivarRoseD6,mother,1/4/2002,7/3/2002,NA,220,42,180,NA,NA,NA,NA,14,NA,59,9.68,
CultivarRose,D,7,CultivarRoseD7,mother,1/4/2002,6/27/2002,NA,209,42,177,4,7,84,3.23,14,2,63,9.68,
CultivarRose,D,8,CultivarRoseD8,mother,1/4/2002,6/25/2002,NA,198,43,181,5,8,102,2.77,13,2,55,9.68,
CultivarRose,D,9,CultivarRoseD9,mother,1/4/2002,6/20/2002,NA,205,44,169,5.5,9,111,3.54,14,2,55,9.68,
CultivarRose,D,10,CultivarRoseD10,mother,1/4/2002,6/27/2002,NA,209,43,161,5.5,9,113,4.75,13,1,52,9.68,
FHIA01,A,1,FHIA01A1,mother,1/4/2002,9/5/2002,12/5/2002,292,101,170,25.7,9,125,22.65,12,4,81,8.088888889,
FHIA01,A,2,FHIA01A2,mother,1/4/2002,8/17/2002,12/5/2002,328,108,181,29.85,10,161,26.25,14,4,88,8.088888889,
FHIA01,A,3,FHIA01A3,mother,1/4/2002,8/28/2002,12/23/2002,326,103.4,158,23.2,8,125,20.5,13,6,81,8.088888889,
FHIA01,A,4,FHIA01A4,mother,1/4/2002,9/30/2002,1/14/2003,347,98,162,21.15,7,77,19.65,11,6,88,8.088888889,
FHIA01,A,5,FHIA01A5,mother,1/4/2002,8/26/2002,12/17/2002,300,95.4,218.3,14.3,9,129,12.4,11,5,74,8.088888889,
FHIA01,A,6,FHIA01A6,mother,1/4/2002,8/17/2002,12/17/2002,301,92,138,16.02,8,119,13.7,12,3,76,8.088888889,
FHIA01,A,7,FHIA01A7,mother,1/4/2002,8/9/2002,12/2/2002,304.9,101.4,159.1,22.4,8,123,19.25,13,4,84,8.088888889,
FHIA01,A,8,FHIA01A8,mother,1/4/2002,8/16/2002,12/5/2002,304,94,225,17.9,9,122,15.65,14,5,84,8.088888889,
FHIA01,A,9,FHIA01A9,mother,1/4/2002,8/17/2002,12/5/2002,324,104,133,28.55,9,136,25.8,15,0,83,8.088888889,
FHIA01,A,10,FHIA01A10,mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8.088888889,
FHIA01,B,1,FHIA01B1,mother,1/4/2002,7/29/2002,11/21/2002,297,101.4,155,29.25,10,161,25.5,13,5,83,7.69,
FHIA01,B,2,FHIA01B2,mother,1/4/2002,8/29/2002,12/27/2002,305,94,180,25.5,9,128,23.05,13,2,54,7.69,
FHIA01,B,3,FHIA01B3,mother,1/4/2002,8/10/2002,11/21/2002,325.3,108.5,156.9,27.7,8,117,24.6,13,4,82,7.69,
FHIA01,B,4,FHIA01B4,mother,1/4/2002,8/10/2002,11/21/2002,326.4,107.7,165.4,29.25,9,132,25.75,13,4,75,7.69,
FHIA01,B,5,FHIA01B5,mother,1/4/2002,8/17/2002,12/5/2002,289,99,219,29.15,9,125,26.35,12,4,57,7.69,
FHIA01,B,6,FHIA01B6,mother,1/4/2002,8/12/2002,12/5/2002,299,96,183,22.8,9,123,19.7,13,4,37,7.69,
FHIA01,B,7,FHIA01B7,mother,1/4/2002,8/2/2002,11/21/2002,311,100,179.5,24.9,8,126,21.15,14,4,64,7.69,
FHIA01,B,8,FHIA01B8,mother,1/4/2002,8/13/2002,12/5/2002,330,107,148,26.95,9,122,23.65,14,4,87,7.69,
FHIA01,B,9,FHIA01B9,mother,1/4/2002,8/7/2002,11/21/2002,324,103,162,18.6,9,144,15.85,15,5,87,7.69,
FHIA01,B,10,FHIA01B10,mother,1/4/2002,9/9/2002,12/31/2002,354,104,181,19.3,8,119,16.35,12,5,77,7.69,
FHIA01,C,1,FHIA01C1,mother,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3.12,
FHIA01,C,2,FHIA01C2,mother,1/4/2002,9/6/2002,12/26/2002,313,98,170,25.95,9,140,23.35,12,6,98,3.12,
FHIA01,C,3,FHIA01C3,mother,1/4/2002,8/24/2002,12/31/2002,288.5,100.7,177.2,30.1,9,141,27.85,14,5,95,3.12,
FHIA01,C,4,FHIA01C4,mother,1/4/2002,9/16/2002,1/9/2003,311,92,150,21.65,8,106,19.75,14,5,101,3.12,
FHIA01,C,5,FHIA01C5,mother,1/4/2002,9/2/2002,12/26/2002,281,92,155,22,9,131,19.6,12,5,89,3.12,
FHIA01,C,6,FHIA01C6,mother,1/4/2002,8/26/2002,12/26/2002,277.2,99.6,197.2,24.05,9,128,21.2,14,5,101,3.12,
FHIA01,C,7,FHIA01C7,mother,1/4/2002,8/24/2002,12/26/2002,298.8,95.4,202,28.1,10,151,25.85,15,5,109,3.12,
FHIA01,C,8,FHIA01C8,mother,1/4/2002,8/17/2002,12/7/2002,290,97,194,24.3,9,133,21.11,15,5,101,3.12,
FHIA01,C,9,FHIA01C9,mother,1/4/2002,10/9/2002,2/22/2003,310,98,200,21.8,7,94,19.3,12,4,84,3.12,
FHIA01,C,10,FHIA01C10,mother,1/4/2002,8/26/2002,1/9/2003,293.5,98.4,205,27.4,9,147,24.9,13,6,109,3.12,
FHIA01,D,1,FHIA01D1,mother,1/4/2002,8/23/2002,12/24/2002,321.9,98.8,170.2,NA,NA,NA,NA,13,NA,105,3.04,
FHIA01,D,2,FHIA01D2,mother,1/4/2002,8/19/2002,12/5/2002,293,99,182,23.2,9,133,20.2,16,6,95,3.04,
FHIA01,D,3,FHIA01D3,mother,1/4/2002,8/20/2002,12/5/2002,314,101,176,23.75,9,132,20.7,17,4,116,3.04,
FHIA01,D,4,FHIA01D4,mother,1/4/2002,8/20/2002,12/5/2002,309,100,208,24.75,9,133,21.75,15,5,110,3.04,
FHIA01,D,5,FHIA01D5,mother,1/4/2002,9/6/2002,12/26/2002,273,93,169,NA,NA,NA,NA,13,NA,116,3.04,
FHIA01,D,6,FHIA01D6,mother,1/4/2002,9/16/2002,1/9/2003,298,97,143,NA,NA,NA,NA,14,NA,97,3.04,
FHIA01,D,7,FHIA01D7,mother,1/4/2002,8/26/2002,12/26/2002,296.6,93.2,157.6,NA,NA,NA,NA,14,NA,92,3.04,
FHIA01,D,8,FHIA01D8,mother,1/4/2002,8/27/2002,12/26/2002,312.7,99.5,150,NA,NA,NA,NA,14,NA,94,3.04,
FHIA01,D,9,FHIA01D9,mother,1/4/2002,9/6/2002,12/26/2002,298,95,179,NA,NA,NA,NA,15,NA,92,3.04,
FHIA01,D,10,FHIA01D10,mother,1/4/2002,9/6/2002,12/24/2002,296,96,196,NA,NA,NA,NA,12,NA,103,3.04,
GCTCV119,A,1,GCTCV119A1,mother,1/4/2002,11/17/2002,2/22/2003,350,87,230,16.45,9,168,15.5,8,2,32,6.2,
GCTCV119,A,2,GCTCV119A2,mother,1/4/2002,11/24/2002,2/22/2003,360,88,270,16,9,174,14.2,8,3,33,6.2,
GCTCV119,A,3,GCTCV119A3,mother,1/4/2002,10/25/2002,1/25/2003,367,88,270,17.6,10,186,15.2,8,6,34,6.2,
GCTCV119,A,4,GCTCV119A4,mother,1/4/2002,12/15/2002,NA,358,84,223,NA,NA,NA,NA,8,NA,34,6.2,
GCTCV119,A,5,GCTCV119A5,mother,1/4/2002,10/15/2002,1/29/2003,374,89,252,19.75,8,159,17.65,8,0,34,6.2,
GCTCV119,A,6,GCTCV119A6,mother,1/4/2002,11/10/2002,2/22/2003,350,86,200,11.6,8,149,9.5,8,2,34,6.2,
GCTCV119,A,7,GCTCV119A7,mother,1/4/2002,11/9/2002,NA,359,88.5,211,NA,NA,NA,NA,8,NA,33,6.2,
GCTCV119,A,8,GCTCV119A8,mother,1/4/2002,10/12/2002,1/25/2003,371,90,230,22.9,9,165,20.99,8,3,32,6.2,
GCTCV119,A,9,GCTCV119A9,mother,1/4/2002,12/5/2002,3/18/2003,368,85,240,27.25,10,220,23.75,8,5,32,6.2,
GCTCV119,A,10,GCTCV119A10,mother,1/4/2002,10/3/2002,4/4/2003,348,87,112,11.2,7,110,9.65,8,0,33,6.2,
GCTCV119,B,1,GCTCV119B1,mother,1/4/2002,3/8/2003,NA,296,66,248,NA,NA,NA,NA,7,NA,36,7.1,
GCTCV119,B,2,GCTCV119B2,mother,1/4/2002,10/10/2002,2/7/2003,324,74,332,18.8,6,105,17.45,8,0,32,7.1,
GCTCV119,B,3,GCTCV119B3,mother,1/4/2002,12/5/2002,4/4/2003,365,72,265,11.8,6,89,10.55,7,0,37,7.1,
GCTCV119,B,4,GCTCV119B4,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,7.1,
GCTCV119,B,5,GCTCV119B5,mother,1/4/2002,10/10/2002,2/7/2003,325,69,324,12.9,7,124,11.55,7,0,36,7.1,
GCTCV119,B,6,GCTCV119B6,mother,1/4/2002,11/8/2002,2/7/2003,300,68,200,7.4,7,112,6.6,7,2,32,7.1,
GCTCV119,B,7,GCTCV119B7,mother,1/4/2002,11/25/2002,3/14/2003,310,67,210,14.35,8,137,12.3,6,4,41,7.1,
GCTCV119,B,8,GCTCV119B8,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,7.1,
GCTCV119,B,9,GCTCV119B9,mother,1/4/2002,12/26/2002,4/4/2003,335,59,300,NA,NA,NA,NA,8,NA,38,7.1,
GCTCV119,B,10,GCTCV119B10,mother,1/4/2002,11/29/2002,2/22/2003,340,68,289,14.95,7,97,4.2,9,0,40,7.1,
GCTCV119,C,1,GCTCV119C1,mother,1/4/2002,10/24/2002,3/14/2003,352,78,314,15.3,7,107,14.05,9,4,38,5.2,
GCTCV119,C,2,GCTCV119C2,mother,1/4/2002,11/9/2002,3/14/2003,278,64,230,15.45,6,111,13.65,9,4,37,5.2,
GCTCV119,C,3,GCTCV119C3,mother,1/4/2002,11/29/2002,3/14/2003,332,68,320,12.2,7,107,10.7,9,4,39,5.2,
GCTCV119,C,4,GCTCV119C4,mother,1/4/2002,12/18/2002,4/26/2003,328,82,264,24,8,133,21.9,8,4,38,5.2,
GCTCV119,C,5,GCTCV119C5,mother,1/4/2002,11/10/2002,3/14/2003,345,79,310,19.2,8,137,17.4,9,3,45,5.2,
GCTCV119,C,6,GCTCV119C6,mother,1/4/2002,10/1/2002,1/31/2003,348,80,309,28.95,8,156,25.8,9,4,45,5.2,
GCTCV119,C,7,GCTCV119C7,mother,1/4/2002,10/12/2002,NA,334,83,320,NA,NA,NA,NA,8,NA,45,5.2,
GCTCV119,C,8,GCTCV119C8,mother,1/4/2002,10/12/2002,2/1/2003,356,89,304,19.65,7,122,17.35,9,5,45,5.2,
GCTCV119,C,9,GCTCV119C9,mother,1/4/2002,10/25/2002,4/26/2003,330,88,230,27.5,8,129,25.45,8,6,38,5.2,
GCTCV119,C,10,GCTCV119C10,mother,1/4/2002,10/22/2002,2/1/2003,328,82.5,276,18.9,7,119,16.4,8,4,39,5.2,
GCTCV119,D,1,GCTCV119D1,mother,1/4/2002,10/22/2002,2/1/2003,338,86,339,24.8,8,157,21.75,10,3,43,3.52,
GCTCV119,D,2,GCTCV119D2,mother,1/4/2002,11/20/2002,3/14/2003,325,84,274,17,8,132,14.9,10,4,40,3.52,
GCTCV119,D,3,GCTCV119D3,mother,1/4/2002,10/19/2002,1/31/2003,331,78,282,24.9,8,156,22.4,9,4,46,3.52,
GCTCV119,D,4,GCTCV119D4,mother,1/4/2002,10/22/2002,3/14/2003,338,95,164,16.7,8,124,15,10,3,48,3.52,
GCTCV119,D,5,GCTCV119D5,mother,1/4/2002,10/10/2002,NA,335,80,273,NA,NA,NA,NA,7,NA,59,3.52,
GCTCV119,D,6,GCTCV119D6,mother,1/4/2002,11/8/2002,3/14/2003,335,74,264,18,7,126,16.2,10,4,47,3.52,
GCTCV119,D,7,GCTCV119D7,mother,1/4/2002,11/21/2002,3/14/2003,332,82,256,14.8,7,121,13.1,9,3,50,3.52,
GCTCV119,D,8,GCTCV119D8,mother,1/4/2002,12/4/2002,3/10/2003,326,75,248,20.8,8,131,17.7,9,4,55,3.52,
GCTCV119,D,9,GCTCV119D9,mother,1/4/2002,11/29/2002,3/10/2003,315,80,233,17.8,7,121,15.2,10,5,47,3.52,
GCTCV119,D,10,GCTCV119D10,mother,1/4/2002,11/20/2002,3/14/2003,340,96,210,19,9,150,16.7,9,4,62,3.52,
YangambiKm5,A,1,YangambiKm5A1,mother,1/4/2002,4/26/2003,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,61,7.873015873,
YangambiKm5,A,2,YangambiKm5A2,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,7.873015873,
YangambiKm5,A,3,YangambiKm5A3,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,7.873015873,
YangambiKm5,A,4,YangambiKm5A4,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,7.873015873,
YangambiKm5,A,5,YangambiKm5A5,mother,1/4/2002,4/24/2003,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,60,7.873015873,
YangambiKm5,A,6,YangambiKm5A6,mother,1/4/2002,4/5/2003,6/9/2003,NA,NA,NA,17,9,236,10.85,10,9,60,7.873015873,
YangambiKm5,A,7,YangambiKm5A7,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,7.873015873,
YangambiKm5,A,8,YangambiKm5A8,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,7.873015873,
YangambiKm5,A,9,YangambiKm5A9,mother,1/4/2002,NA,NA,460,100,NA,NA,NA,NA,NA,8,NA,63,7.873015873,
YangambiKm5,A,10,YangambiKm5A10,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.873015873,
YangambiKm5,B,1,YangambiKm5B1,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,6.54,
YangambiKm5,B,2,YangambiKm5B2,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,6.54,
YangambiKm5,B,3,YangambiKm5B3,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,6.54,
YangambiKm5,B,4,YangambiKm5B4,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,6.54,
YangambiKm5,B,5,YangambiKm5B5,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,6.54,
YangambiKm5,B,6,YangambiKm5B6,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,6.54,
YangambiKm5,B,7,YangambiKm5B7,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,6.54,
YangambiKm5,B,8,YangambiKm5B8,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,6.54,
YangambiKm5,B,9,YangambiKm5B9,mother,1/4/2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,6.54,
