Cultivar,Block,Plant,Mat ID,Plant cycle,Date planted,Date shooting,Date harvest,Pseudostem height (cm) (shooting),Pseudostem girth at 1m (cm) (shooting),Height of following sucker (cm) (shooting),Girth at 1m of following sucker (cm) (shooting),Height of following sucker (cm) (harvest),Bunch weight (kg),Number of hands,Number of fruits in hand,Number of dead roots,Number of functional roots
PMA,C,17,PMAC17,ratoon,2/12/2003,NA,NA,NA,NA,155,22,NA,NA,NA,NA,10,97
PMA,C,18,PMAC18,ratoon,2/12/2003,8/26/2003,11/12/2003,375,49,155,20,270,7,7,22,NA,NA
PMA,D,19,PMAD19,ratoon,2/12/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMA,D,20,PMAD20,ratoon,2/12/2003,NA,NA,NA,NA,165,23,NA,NA,NA,NA,NA,NA
PMA,D,21,PMAD21,ratoon,2/12/2003,10/6/2003,11/4/2003,333,48,165,46,250,7.5,7,22,NA,NA
PMA,D,22,PMAD22,ratoon,2/12/2003,NA,NA,NA,NA,110,19,NA,NA,NA,NA,4,71
PMA,D,23,PMAD23,ratoon,2/12/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,47
PMA,D,24,PMAD24,ratoon,2/12/2003,11/4/2003,1/8/2004,320,49,146,36,190,5.2,6,16,NA,NA
YangambiKm5,A,1,YangambiKm5A1,ratoon,2/12/2003,3/30/2004,6/30/2004,418,72,250,75,340,12.2,9,29,NA,NA
YangambiKm5,A,2,YangambiKm5A2,ratoon,2/12/2003,6/22/2004,NA,440,71,353,65,NA,NA,NA,NA,NA,NA
YangambiKm5,A,3,YangambiKm5A3,ratoon,2/12/2003,5/1/2004,8/4/2004,380,66,220,59,260,13.5,8,24,NA,NA
YangambiKm5,A,4,YangambiKm5A4,ratoon,2/12/2003,4/26/2004,7/28/2004,440,75,250,48,310,13,9,25,8,69
YangambiKm5,A,5,YangambiKm5A5,ratoon,2/12/2003,6/4/2004,7/7/2004,430,77,300,81,340,10.5,9,29,2,65
YangambiKm5,A,6,YangambiKm5A6,ratoon,2/12/2003,6/30/2004,9/29/2004,430,76,305,95,360,10,10,29,NA,NA
YangambiKm5,B,7,YangambiKm5B7,ratoon,2/12/2003,5/25/2004,8/25/2004,460,83,340,78,400,22.5,9,30,NA,NA
YangambiKm5,B,8,YangambiKm5B8,ratoon,2/12/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YangambiKm5,B,9,YangambiKm5B9,ratoon,2/12/2003,3/30/2004,6/30/2004,466,83,308,74,390,13.8,10,27,NA,NA
YangambiKm5,B,10,YangambiKm5B10,ratoon,2/12/2003,6/30/2004,9/29/2004,500,84,350,89,407,10.2,10,29,8,62
YangambiKm5,B,11,YangambiKm5B11,ratoon,2/12/2003,5/24/2004,8/25/2004,440,81,280,85,430,11,9,23,5,74
YangambiKm5,B,12,YangambiKm5B12,ratoon,2/12/2003,5/23/2004,NA,460,89,340,85,NA,NA,NA,NA,NA,NA
YangambiKm5,C,13,YangambiKm5C13,ratoon,2/12/2003,4/10/2004,7/14/2004,430,78,300,69,350,12,8,28,NA,NA
YangambiKm5,C,14,YangambiKm5C14,ratoon,2/12/2003,6/6/2004,9/8/2004,475,86,360,86,440,13,10,28,NA,NA
YangambiKm5,C,15,YangambiKm5C15,ratoon,2/12/2003,8/7/2004,NA,495,80,395,74,NA,NA,NA,NA,NA,NA
YangambiKm5,C,16,YangambiKm5C16,ratoon,2/12/2003,4/9/2004,7/14/2004,410,72,270,59,320,11,8,28,8,67
YangambiKm5,C,17,YangambiKm5C17,ratoon,2/12/2003,4/6/2004,7/7/2004,440,74,406,97,420,11.5,9,30,17,63
YangambiKm5,C,18,YangambiKm5C18,ratoon,2/12/2003,3/1/2004,6/2/2004,400,78,230,64,340,13.5,9,38,NA,NA
YangambiKm5,D,19,YangambiKm5D19,ratoon,2/12/2003,5/20/2004,8/18/2004,450,89,250,97,332,16.75,10,30,NA,NA
YangambiKm5,D,20,YangambiKm5D20,ratoon,2/12/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YangambiKm5,D,21,YangambiKm5D21,ratoon,2/12/2003,4/22/2004,7/21/2004,430,69,250,68,340,11,8,31,NA,NA
YangambiKm5,D,22,YangambiKm5D22,ratoon,2/12/2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,39
YangambiKm5,D,23,YangambiKm5D23,ratoon,2/12/2003,4/19/2004,7/21/2004,415,71,250,57,320,11,9,28,15,70
YangambiKm5,D,24,YangambiKm5D24,ratoon,2/12/2003,6/15/2004,9/15/2004,440,77,325,107,400,11,10,29,NA,NA
