Number_K,Number_H,Country_ID,Envnt,Env_ID,plot_name.y,accession_name.y,plot_number.y,plot_id,block_number,is_a_control,rep_number,row_number,col_number,Number_G,location_name.y,which_cycle.y,Block_ID.y,Plot_ID.y,New_Genotype,Genotype_ID.y,New_Geno,Geno_ID,Number_of_functional_leaves_count_at_harvesting_COMP_0000296_mean,harvest_sucker_functional_leaves.CO_325.0000676_mean,Tallest_sucker_height_in_cm_at_harvesting_COMP.0000306_mean,Rank_of_oldest_standing_leaf_count_at_harvesting_COMP.0000310_mean,harvest_leafspot_number_standing_leaves.CO_325.0000759_mean,Black_Sigatoka_disease_infection_index_at_harvesting_COMP.0000281_mean,Youngest_leaf_spotted_rank_at_harvesting_COMP.0000307_mean,Index_of_non_spotted_leaves_calculation_at_harvesting_COMP.0000294_mean,harvest_youngest_leaf_with_BLS_symptoms_mean,harvest_fusarium_rating_external.CO_325.0000750_mean,Bunch_weight_in_kg_at_harvesting_COMP.0000282_mean,Number_of_hands_in_bunch_count_at_harvesting_COMP.0000297_mean,Multiple_hand_weight_in_kg_at_harvesting_COMP.0000308_mean,Average_hand_weight_in_kg_at_harvesting_COMP.0000279_mean,harvest_rachis_weight.CO_325.0000670_mean,harvest_number_fingers_bunch.CO_325.0000717_mean,Average_number_of_fingers_in_hand_calculation_at_harvesting_COMP.0000309_mean,Days_planting_to_shooting_mean,Days_planting_to_harvest_mean,Days_shooting_harvest_mean,harvest_average_finger_weight.CO_325.0000335_mean,Average_finger_external_length_in_cm_CO_325.0000338_mean,harvest_average_finger_circumf.CO_325.0000345_mean,harvest_average_finger_diameter.CO_325.0000349_mean,Average_fruit_pulp_lateral_diameter_in_cm_CO_325.0000353_mean,Average_finger_peel_thickness_in_mm_CO_325.0000356_mean,Previous_Cycle_Days_planting_to_harvest_mean,Cycle_Length,Days_Year,Annual_Crop_Cycle_Proportion,Plants_per_Ha,Bunch_Yield_t_per_Ha_per_Yr,MHW_Yield_tons_per_Ha_per_Yr,REMOVE_FROM_ANALYSIS_BWT_0
2422,6,Tanzania,Ma_rt3,4,2016_Maruku_13,NARITA 9,13,NA,1,NA,NA,NA,NA,1,Maruku,ratoon3,1,13,NARITA_09    ,9,NARITA_09    ,9,2,8,298,8,8,0,0,-12.5,0,1,20.4,9,18.7,2.077777778,1.7,155,17,.,1170,.,0.15,16.91666667,12.08333333,3.566666667,3.133333333,4.333333333,.,.,365,.,1111,.,.,No
2439,23,Tanzania,Ma_rt3,4,2016_Maruku_29,NARITA 26,29,127866,2,NA,1,1,13,5,Maruku,ratoon3,2,29,NARITA_26    ,26,NARITA_26    ,26,0,10,285,10,10,0,0,-10,0,1,15.4,7,13.6,1.942857143,1.8,104,14,.,1136,.,0.15,14.83333333,11.66666667,3.366666667,2.933333333,4.333333333,.,.,365,.,1111,.,.,No
2446,29,Tanzania,Ma_rt3,4,2016_Maruku_34,NARITA 11,34,127924,2,NA,1,2,10,6,Maruku,ratoon3,2,34,NARITA_11    ,11,NARITA_11    ,11,4,8,200,8,8,6.25,8,87.5,8,1,19.7,10,18.5,1.85,1.2,142,14,.,1143,.,0.075,18,10.83333333,3.066666667,2.633333333,4.333333333,1137,6,365,60.83333333,1111,1331.440917,1250.337917,No
2451,34,Tanzania,Ma_rt3,4,2016_Maruku_39,NARITA 2,39,127868,2,NA,1,2,15,7,Maruku,ratoon3,2,39,NARITA_02    ,2,NARITA_02    ,2,0,7,240,6,6,0,0,-16.66666667,0,1,18.5,9,17.5,1.944444444,1,160,17,.,1142,.,.,.,.,.,.,.,.,.,365,.,1111,.,.,No
2490,76,Tanzania,Ma_rt3,4,2016_Maruku_76,Enyoya,76,127882,4,1,1,4,12,8,Maruku,ratoon3,4,76,Enyoya       ,30,Enyoya       ,30,3,8,270,8,8,0,0,-12.5,0,1,30.4,10,29.6,2.96,0.8,173,17,.,1139,.,.,.,.,.,.,.,.,.,365,.,1111,.,.,No
2495,82,Tanzania,Ma_rt3,4,2016_Maruku_80,NARITA 25,80,NA,4,NA,NA,NA,NA,9,Maruku,ratoon3,4,80,NARITA_25    ,25,NARITA_25    ,25,2,8,210,8,8,0,0,-12.5,0,1,28.8,10,27.6,2.76,1.2,189,18,.,1170,.,0.2,18,12.5,3.633333333,3.2,4.333333333,1142,28,365,13.03571429,1111,417.1011429,399.7219286,No
2496,83,Tanzania,Ma_rt3,4,2016_Maruku_81,Williams,81,127874,4,1,1,5,9,10,Maruku,ratoon3,4,81,Williams     ,34,Williams     ,34,0,7,210,7,7,0,0,-14.28571,0,1,14.8,7,14,2,0.8,104,14,.,1142,.,.,.,.,.,.,.,.,.,365,.,1111,.,.,No
2501,88,Tanzania,Ma_rt3,4,2016_Maruku_86,NARITA 26,86,127881,4,NA,1,5,14,11,Maruku,ratoon3,4,86,NARITA_26    ,26,NARITA_26    ,26,3,8,280,8,8,0,0,-12.5,0,1,22.4,12,21.5,1.791666667,0.9,216,18,.,980,.,0.15,19.58333333,13.41666667,3.516666667,3.066666667,4.5,841,139,365,2.625899281,1111,65.34917986,62.72354317,No
2502,89,Tanzania,Ma_rt3,4,2016_Maruku_87,NARITA 19,87,127862,4,NA,1,5,15,12,Maruku,ratoon3,4,87,NARITA_19    ,19,NARITA_19    ,19,2.666666667,7.333333333,220,7.333333333,7.333333333,3.472223333,2.333333333,15.27777667,2.333333333,1,14.56666667,7.666666667,13.43333333,1.761904762,1.133333333,120.3333333,15,1059.5,1093.333333,82.5,0.0125,4.333333333,3.166666667,0.738888889,0.605555556,1.388888889,812.3333333,280.9999997,365,1.298932386,1111,21.02135886,19.38582979,No
2507,94,Tanzania,Ma_rt3,4,2016_Maruku_91,NARITA 12,91,127859,4,NA,1,6,11,13,Maruku,ratoon3,4,91,NARITA_12    ,12,NARITA_12    ,12,2.5,4.5,174,4.5,4.5,0,0,-22.5,0,1,17.2,8,15.5,1.9375,1.7,136.5,17,.,1170,.,0.125,17.45833334,10.70833334,3.258333334,2.825,4.333333333,982,188,365,1.941489362,1111,37.10030851,33.43341755,No
2509,96,Tanzania,Ma_rt3,4,2016_Maruku_93,NARITA 22,93,127863,4,NA,1,6,13,14,Maruku,ratoon3,4,93,NARITA_22    ,22,NARITA_22    ,22,4,8,290,8,8,0,0,-12.5,0,1,19.1,10,18.2,1.82,0.9,156,15,.,996,.,0.15,17.41666667,11.91666667,3.366666667,2.916666667,4.5,821,175,365,2.085714286,1111,44.25906571,42.17356,No
2512,98,Tanzania,Ma_rt3,4,2016_Maruku_95,NARITA 2,95,127849,4,NA,1,6,15,15,Maruku,ratoon3,4,95,NARITA_02    ,2,NARITA_02    ,2,0,6.5,290,6.5,6.5,0,0,-16.25,0,1,15.15,8,13.9,1.7375,1.25,112,13.5,1037,1067.5,108,0.075,16,11,3.183333333,2.741666667,4.416666667,981,86.5,365,4.219653179,1111,71.02372543,65.16368208,No
2608,85,Tanzania,Ma_rt4,5,2016_Maruku_86,NARITA 26,86,127881,4,NA,1,5,14,1,Maruku,ratoon4,4,86,NARITA_26    ,26,NARITA_26    ,26,2,8,275,8,8,0,0,-12.5,0,1,25.1,10,24.4,2.44,0.7,179,17,.,994,.,0.15,17.83333333,11.33333333,2.983333333,2.533333333,4.5,980,14,365,26.07142857,1111,727.0304643,706.7547143,No
2609,86,Tanzania,Ma_rt4,5,2016_Maruku_87,NARITA 19,87,127862,4,NA,1,5,15,2,Maruku,ratoon4,4,87,NARITA_19    ,19,NARITA_19    ,19,1.5,6.5,163.5,6.5,6.5,0,0,-16.25,0,1,12.8,6.5,12.45,1.908333334,0.35,97,14.5,.,1170,.,0.075,13,10.15833334,2.991666667,2.558333334,4.333333333,1093.333333,76.666667,365,4.760869545,1111,67.70337362,65.8521095,No
